schema_version,sample_id,source_group,sequence_id,split,action_code,dive_score,difficulty,start_frame,end_frame,macro_transition_1,macro_transition_2,fine_transition_count,fine_transitions,phase_label_count,phase_labels,judge_scores,execution_scores,synchronisation_scores,live_path,live_frames,live_first_frame,live_last_frame,replay1_path,replay1_frames,replay1_first_frame,replay1_last_frame,live_mask_path,live_mask_frames,live_mask_aligned,replay2_path,replay2_frames,replay2_available,mask_provenance,issues,replay1_mask_path,mask_role,replay1_mask_aligned
2.0,Synchro_019/9,Synchro_019,9,train,401b,42.0,2.0,41381,41476,19,49,2,"[19, 49]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.0, 6.0, 7.5, 7.5, 8.0]","[6.0, 6.0]","[7.5, 7.5, 8.0]",rgb/live/Synchro_019/9,96,041381.jpg,041476.jpg,rgb/replay1/Synchro_019/9,120,041684.jpg,041803.jpg,masks/live/Synchro_019/9,96,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/9,108,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/9,predicted_input,True
2.0,Synchro_019/10,Synchro_019,10,train,201b,52.2,2.0,43008,43118,33,76,2,"[33, 76]",111,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.0, 8.0, 8.5, 9.0, 9.0]","[9.0, 8.0]","[8.5, 9.0, 9.0]",rgb/live/Synchro_019/10,111,043008.jpg,043118.jpg,rgb/replay1/Synchro_019/10,112,043514.jpg,043625.jpg,masks/live/Synchro_019/10,111,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/10,148,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/10,predicted_input,True
2.0,Synchro_019/11,Synchro_019,11,train,401b,37.8,2.0,44821,44916,19,48,2,"[19, 48]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.5, 6.0, 6.5, 6.5, 7.0]","[5.5, 6.0]","[6.5, 6.5, 7.0]",rgb/live/Synchro_019/11,96,044821.jpg,044916.jpg,rgb/replay1/Synchro_019/11,113,045153.jpg,045265.jpg,masks/live/Synchro_019/11,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/11,predicted_input,True
2.0,Synchro_019/12,Synchro_019,12,train,103b,46.2,2.0,46496,46594,14,57,2,"[14, 57]",99,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 7.5, 7.5, 8.0]","[7.5, 8.0]","[7.5, 7.5, 8.0]",rgb/live/Synchro_019/12,99,046496.jpg,046594.jpg,rgb/replay1/Synchro_019/12,149,046875.jpg,047023.jpg,masks/live/Synchro_019/12,99,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/12,predicted_input,True
2.0,Synchro_019/13,Synchro_019,13,test,101b,48.6,2.0,48177,48272,20,59,2,"[20, 59]",96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.0, 8.0, 8.5, 9.0]","[8.0, 7.0]","[8.0, 8.5, 9.0]",rgb/live/Synchro_019/13,96,048177.jpg,048272.jpg,rgb/replay1/Synchro_019/13,111,048505.jpg,048615.jpg,masks/live/Synchro_019/13,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/13,predicted_input,True
2.0,Synchro_019/14,Synchro_019,14,train,301c,36.6,2.0,50870,50985,30,75,2,"[30, 75]",116,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.0, 6.0, 6.0, 6.5, 7.0]","[5.0, 6.0]","[6.0, 6.5, 7.0]",rgb/live/Synchro_019/14,116,050870.jpg,050985.jpg,rgb/replay1/Synchro_019/14,156,051361.jpg,051516.jpg,masks/live/Synchro_019/14,116,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/14,147,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/14,predicted_input,True
2.0,Synchro_019/15,Synchro_019,15,train,301b,41.4,2.0,52856,52972,29,74,2,"[29, 74]",117,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 5.5, 7.0, 7.0, 7.5]","[7.5, 5.5]","[7.0, 7.0, 7.5]",rgb/live/Synchro_019/15,117,052856.jpg,052972.jpg,rgb/replay1/Synchro_019/15,120,053192.jpg,053311.jpg,masks/live/Synchro_019/15,117,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/15,126,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/15,predicted_input,True
2.0,Synchro_019/16,Synchro_019,16,test,301b,43.2,2.0,54552,54653,15,55,2,"[15, 55]",102,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 6.5, 7.5, 7.5, 8.0]","[6.5, 6.5]","[7.5, 7.5, 8.0]",rgb/live/Synchro_019/16,102,054552.jpg,054653.jpg,rgb/replay1/Synchro_019/16,135,055082.jpg,055216.jpg,masks/live/Synchro_019/16,102,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/16,predicted_input,True
2.0,Synchro_019/17,Synchro_019,17,train,301b,40.2,2.0,58116,58234,25,67,2,"[25, 67]",119,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 6.5, 6.5, 7.0, 7.0]","[6.5, 6.5]","[6.5, 7.0, 7.0]",rgb/live/Synchro_019/17,119,058116.jpg,058234.jpg,rgb/replay1/Synchro_019/17,124,058666.jpg,058789.jpg,masks/live/Synchro_019/17,119,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/17,predicted_input,True
2.0,Synchro_019/18,Synchro_019,18,train,301b,44.4,2.0,60066,60169,24,64,2,"[24, 64]",104,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 6.5, 7.0, 8.0]","[7.5, 8.0]","[6.5, 7.0, 8.0]",rgb/live/Synchro_019/18,104,060066.jpg,060169.jpg,rgb/replay1/Synchro_019/18,143,060426.jpg,060568.jpg,masks/live/Synchro_019/18,104,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/18,120,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/18,predicted_input,True
2.0,Synchro_019/19,Synchro_019,19,train,201b,52.8,2.0,61735,61830,6,45,2,"[6, 45]",96,"[2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.5, 9.0, 9.0, 9.5]","[8.0, 8.5]","[9.0, 9.0, 9.5]",rgb/live/Synchro_019/19,96,061735.jpg,061830.jpg,rgb/replay1/Synchro_019/19,154,062089.jpg,062242.jpg,masks/live/Synchro_019/19,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/19,predicted_input,True
2.0,Synchro_019/20,Synchro_019,20,train,5231d,44.4,2.0,65207,65321,30,73,3,"[30, 49, 73]",115,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.0, 7.5, 7.5, 8.0, 8.0]","[6.0, 7.5]","[7.5, 8.0, 8.0]",rgb/live/Synchro_019/20,115,065207.jpg,065321.jpg,rgb/replay1/Synchro_019/20,170,065581.jpg,065750.jpg,masks/live/Synchro_019/20,115,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/20,108,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/20,predicted_input,True
2.0,Synchro_019/21,Synchro_019,21,train,301b,45.0,2.0,67102,67197,8,49,2,"[8, 49]",96,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 6.5, 8.0, 8.0, 8.0]","[7.0, 6.5]","[8.0, 8.0, 8.0]",rgb/live/Synchro_019/21,96,067102.jpg,067197.jpg,rgb/replay1/Synchro_019/21,144,067611.jpg,067754.jpg,masks/live/Synchro_019/21,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/21,predicted_input,True
2.0,Synchro_019/22,Synchro_019,22,validation,103b,32.4,2.0,68811,68905,16,48,2,"[16, 48]",95,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.0, 6.0, 5.0, 6.0, 6.0]","[4.0, 6.0]","[5.0, 6.0, 6.0]",rgb/live/Synchro_019/22,95,068811.jpg,068905.jpg,rgb/replay1/Synchro_019/22,111,069369.jpg,069479.jpg,masks/live/Synchro_019/22,95,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/22,104,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/22,predicted_input,True
2.0,Synchro_019/23,Synchro_019,23,train,301b,19.2,2.0,72919,73018,28,61,2,"[28, 61]",100,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.0, 6.0, 5.5, 5.5, 5.0]","[4.0, 6.0]","[5.5, 5.5, 5.0]",rgb/live/Synchro_019/23,100,072919.jpg,073018.jpg,rgb/replay1/Synchro_019/23,119,073513.jpg,073631.jpg,masks/live/Synchro_019/23,100,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/23,predicted_input,True
2.0,Synchro_019/24,Synchro_019,24,train,301b,50.4,2.0,74857,74957,28,66,2,"[28, 66]",101,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 8.5, 9.0, 9.0]","[7.5, 8.0]","[8.5, 9.0, 9.0]",rgb/live/Synchro_019/24,101,074857.jpg,074957.jpg,rgb/replay1/Synchro_019/24,136,075248.jpg,075383.jpg,masks/live/Synchro_019/24,101,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/24,predicted_input,True
2.0,Synchro_019/25,Synchro_019,25,train,207c,58.41,3.3,79800,79913,24,74,2,"[24, 74]",114,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.5, 6.0, 6.0, 6.5, 6.5]","[4.5, 6.0]","[6.0, 6.5, 6.5]",rgb/live/Synchro_019/25,114,079800.jpg,079913.jpg,rgb/replay1/Synchro_019/25,147,080193.jpg,080339.jpg,masks/live/Synchro_019/25,114,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/25,predicted_input,True
2.0,Synchro_019/26,Synchro_019,26,train,305c,60.48,2.8,85141,85243,17,64,2,"[17, 64]",103,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 6.0, 7.5, 7.5, 8.0]","[7.0, 6.0]","[7.5, 7.5, 8.0]",rgb/live/Synchro_019/26,103,085141.jpg,085243.jpg,rgb/replay1/Synchro_019/26,120,085673.jpg,085792.jpg,masks/live/Synchro_019/26,103,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_019/26,123,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/26,predicted_input,True
2.0,Synchro_019/27,Synchro_019,27,train,5253b,55.68,3.2,87078,87197,20,69,3,"[20, 42, 69]",120,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[3.5, 6.5, 6.0, 6.5, 6.5]","[3.5, 6.5]","[6.0, 6.5, 6.5]",rgb/live/Synchro_019/27,120,087078.jpg,087197.jpg,rgb/replay1/Synchro_019/27,130,087486.jpg,087615.jpg,masks/live/Synchro_019/27,120,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/27,predicted_input,True
2.0,Synchro_019/28,Synchro_019,28,test,107b,60.3,3.0,90914,91019,13,60,2,"[13, 60]",106,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.0, 7.0, 7.0, 7.0, 7.5]","[5.0, 7.0]","[7.0, 7.0, 7.5]",rgb/live/Synchro_019/28,106,090914.jpg,091019.jpg,rgb/replay1/Synchro_019/28,144,091494.jpg,091637.jpg,masks/live/Synchro_019/28,106,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/28,predicted_input,True
2.0,Synchro_019/29,Synchro_019,29,train,107b,62.1,3.0,92488,92591,19,63,2,"[19, 63]",104,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.5, 7.0, 7.0, 7.5, 7.5]","[5.5, 7.0]","[7.0, 7.5, 7.5]",rgb/live/Synchro_019/29,104,092488.jpg,092591.jpg,rgb/replay1/Synchro_019/29,147,093002.jpg,093148.jpg,masks/live/Synchro_019/29,104,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/29,predicted_input,True
2.0,Synchro_019/30,Synchro_019,30,train,107b,67.5,3.0,94210,94305,16,63,2,"[16, 63]",96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 8.0, 7.5, 7.5, 8.0]","[6.5, 8.0]","[7.5, 7.5, 8.0]",rgb/live/Synchro_019/30,96,094210.jpg,094305.jpg,rgb/replay1/Synchro_019/30,111,094776.jpg,094886.jpg,masks/live/Synchro_019/30,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/30,predicted_input,True
2.0,Synchro_019/31,Synchro_019,31,test,407c,74.88,3.2,96283,96380,13,58,2,"[13, 58]",98,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 8.0, 8.0, 8.0, 8.0]","[7.0, 8.0]","[8.0, 8.0, 8.0]",rgb/live/Synchro_019/31,98,096283.jpg,096380.jpg,rgb/replay1/Synchro_019/31,120,096717.jpg,096836.jpg,masks/live/Synchro_019/31,98,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/31,predicted_input,True
2.0,Synchro_019/32,Synchro_019,32,train,107c,51.84,2.7,99529,99635,17,64,2,"[17, 64]",107,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.5, 5.5, 6.5, 7.0, 7.5]","[5.5, 5.5]","[6.5, 7.0, 7.5]",rgb/live/Synchro_019/32,107,099529.jpg,099635.jpg,rgb/replay1/Synchro_019/32,113,100076.jpg,100188.jpg,masks/live/Synchro_019/32,107,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_019/32,predicted_input,True
